time,num_points,sect_id,mean_factor,factor_1,factor_2,channel,skygroup,module,output,quarter,season,nn_sect_id,nn_ntt,nn_transit_time,nn_q1,nn_q2,nn_period,nn_t0,nn_rp,nn_b,nn_e,nn_pomega,nn_channel,nn_skygroup,nn_module,nn_output,nn_quarter,nn_season,kicid
138.398436,9.0,0.0,4.8740994009841465,1.3937261069771036,8.354472694991191,58.0,18.0,17.0,2.0,1.0,3.0,85.0,223.0,1423.099257578462,,,,,,,,,26.0,18.0,9.0,2.0,15.0,1.0,10600618.0
626.864238,38.0,30.0,1.1140628339512495,1.0626986460924424,1.1654270218100564,75.0,11.0,22.0,3.0,6.0,0.0,26.0,105.0,558.2694569170709,,,,,,,,,75.0,11.0,22.0,3.0,6.0,0.0,10514730.0
156.237726,1.0,2.0,1.3877705829375402,1.7683294656458717,1.0072117002292085,40.0,24.0,12.0,4.0,1.0,3.0,0.0,303.0,137.703892356476,,,,,,,,,40.0,24.0,12.0,4.0,1.0,3.0,10526500.0
619.447487,10.0,35.0,1.876040064475485,2.477062103441645,1.275018025509326,64.0,24.0,18.0,4.0,6.0,0.0,99.0,586.0,1522.0364558449292,,,,,,,,,24.0,24.0,8.0,4.0,16.0,2.0,10529637.0
394.632884,1.0,7.0,1.0850154244369992,1.1683667926612622,1.001664056212736,36.0,36.0,11.0,4.0,4.0,2.0,46.0,102.0,1298.496769121848,,,,,,,,,52.0,36.0,15.0,4.0,14.0,0.0,10230576.0
531.6844169999999,1.0,12.0,1.3551220652799647,1.5956814163381607,1.114562714221769,80.0,36.0,23.0,4.0,5.0,3.0,33.0,113.0,981.1023532968902,0.9018182336789929,0.7400683605552048,1131.3304028276164,0.08552168804984299,0.05007246205175669,0.8030586003684147,0.0,0.0,52.0,36.0,15.0,4.0,10.0,0.0,10230576.0
1262.246651,6.0,72.0,1.2213164559295109,1.428810984072958,1.0138219277860634,63.0,39.0,18.0,3.0,13.0,3.0,71.0,134.0,1251.9273072615179,,,,,,,,,63.0,39.0,18.0,3.0,13.0,3.0,10212984.0
1511.1042289999998,13.0,67.0,2.055859080377379,2.7983461943544228,1.3133719664003347,33.0,33.0,11.0,1.0,16.0,2.0,1.0,162.0,147.55280703189055,0.9219813682910282,0.692778484877101,1164.8854156989798,0.005989640423487153,0.05123680229917857,0.9399880260248612,0.0,0.0,77.0,33.0,23.0,1.0,1.0,3.0,9847647.0
481.74278899999996,33.0,24.0,1.3212203528324638,1.203338488061502,1.4391022176034256,79.0,35.0,23.0,3.0,5.0,3.0,66.0,173.0,1249.4135706113009,,,,,,,,,79.0,35.0,23.0,3.0,13.0,3.0,10684945.0
707.18611,5.0,19.0,1.0030130633145709,1.0050251256281408,1.001001001001001,70.0,10.0,20.0,2.0,7.0,1.0,73.0,168.0,1539.4056011385833,0.8797131357203819,0.9293710021374958,2758.965561480731,0.040934964936148684,0.07111984774441996,0.10561620468281027,0.0,0.0,10.0,10.0,4.0,2.0,16.0,2.0,9872188.0
989.0501009999999,2.0,36.0,1.0022613065326635,1.0045226130653269,1.0000000000000002,74.0,10.0,22.0,2.0,10.0,0.0,59.0,170.0,1347.864382554988,0.8298756342057333,0.15220107965014829,3998.199686634634,0.08033345854584645,0.07580138902474698,0.5778564197781729,0.0,0.0,74.0,10.0,22.0,2.0,14.0,0.0,9872188.0
1311.8810529999998,8.0,63.0,2.264190435199231,3.524932654893745,1.0034482155047169,50.0,34.0,15.0,2.0,14.0,0.0,11.0,241.0,358.32324014799815,,,,,,,,,34.0,34.0,11.0,2.0,4.0,2.0,10678983.0
1508.713524,1.0,78.0,6.522580408720299,1.0318695571613858,12.013291260279212,33.0,33.0,11.0,1.0,16.0,2.0,48.0,129.0,895.7088065327263,,,,,,,,,77.0,33.0,23.0,1.0,9.0,3.0,9848726.0
1389.854751,10.0,84.0,1.3122665398543591,1.1698056356507542,1.4547274440579636,48.0,24.0,14.0,4.0,15.0,1.0,87.0,1016.0,1457.0176837368633,,,,,,,,,48.0,24.0,14.0,4.0,15.0,1.0,10723937.0
155.29763300000002,11.0,2.0,2.464136802320624,2.6237476537552102,2.3045259508860383,62.0,38.0,18.0,2.0,1.0,3.0,86.0,211.0,1310.4917150437905,0.9650483772768744,0.8538296475918791,1026.4452368741534,0.03196470570315948,0.055395146336006736,0.9195371032925318,0.0,0.0,46.0,38.0,14.0,2.0,14.0,0.0,9834736.0
406.893469,14.0,16.0,2.1796752398359995,3.268410059166152,1.0909404205058482,10.0,10.0,4.0,2.0,4.0,2.0,22.0,327.0,518.1986077451947,,,,,,,,,14.0,10.0,6.0,2.0,5.0,3.0,9813088.0
489.998238,5.0,31.0,1.1580680238341956,1.0638010750890017,1.2523349725793895,79.0,35.0,23.0,3.0,5.0,3.0,30.0,102.0,478.37109269484785,,,,,,,,,79.0,35.0,23.0,3.0,5.0,3.0,10818350.0
778.641541,73.0,41.0,7.37820906608186,3.46906286658754,11.28735526557618,34.0,34.0,11.0,2.0,8.0,2.0,43.0,130.0,792.454709799531,,,,,,,,,34.0,34.0,11.0,2.0,8.0,2.0,10744309.0
1248.289699,15.0,55.0,1.4392182999131962,1.3732249737666407,1.5052116260597512,79.0,35.0,23.0,3.0,13.0,3.0,64.0,381.0,1506.4863866154485,,,,,,,,,35.0,35.0,11.0,3.0,16.0,2.0,10553803.0
