##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): March 30, 2015, 4:41 p.m.
## Download Date (Y/M/D): 
##
## Query String: 
##
#KIC,period,bjd0,morph,T2/T1,rho1+rho2,q,e_sin_omega,e_cos_omega,FF,sin_i,SC,
6290740,15.1518271,54994.495729,0.87,-999,-999,-999,-999,-999,-999,-999,False,
3240976,15.2388691,55002.377433,0.91,-999,-999,-999,-999,-999,-999,-999,False,
10659313,15.2493371,54961.412604,0.06,-999,-999,-999,-999,-999,-999,-999,False,
4678171,15.2887092,54965.805320,0.09,-999,-999,-999,-999,-999,-999,-999,False,
5286221,15.2959828,55004.348011,0.95,-999,-999,-999,-999,-999,-999,-999,False,
7955301,15.3263399,54967.950750,0.14,-999,-999,-999,-999,-999,-999,-999,True,
11069176,15.3796149,54976.382555,0.13,-999,-999,-999,-999,-999,-999,-999,True,
8678664,15.4204002,55012.776741,0.03,-999,-999,-999,-999,-999,-999,-999,False,
8111622,15.4460592,54978.533359,0.07,-999,-999,-999,-999,-999,-999,-999,False,
6841577,15.5375346,54973.272656,0.09,-999,-999,-999,-999,-999,-999,-999,False,
11768970,15.5413530,54959.413777,0.03,-999,-999,-999,-999,-999,-999,-999,True,
3830820,15.5827880,54968.114264,0.06,-999,-999,-999,-999,-999,-999,-999,False,
11044779,15.6086226,55195.822728,0.13,-999,-999,-999,-999,-999,-999,-999,True,
4372765,15.6398000,55004.414567,0.12,-999,-999,-999,-999,-999,-999,-999,False,
9773869,15.6521591,55002.985129,0.11,-999,-999,-999,-999,-999,-999,-999,False,
7601633,15.6638729,54964.731428,0.03,-999,-999,-999,-999,-999,-999,-999,True,
9965691,15.6831951,54965.930571,0.49,-999,-999,-999,-999,-999,-999,-999,False,
5077629,15.8387390,54965.583574,0.06,-999,-999,-999,-999,-999,-999,-999,False,
11824222,15.8413359,54978.459897,0.02,-999,-999,-999,-999,-999,-999,-999,False,
6233466,15.8733069,55008.613065,0.13,-999,-999,-999,-999,-999,-999,-999,False,
7377343,15.9089508,55000.294539,0.13,-999,-999,-999,-999,-999,-999,-999,False,
2580872,15.9266276,54978.551299,0.12,-999,-999,-999,-999,-999,-999,-999,False,
9291748,15.9269941,55009.301059,0.17,-999,-999,-999,-999,-999,-999,-999,False,
11874338,15.9751769,55000.662796,0.12,-999,-999,-999,-999,-999,-999,-999,False,
11408935,15.9950902,54980.304697,0.15,-999,-999,-999,-999,-999,-999,-999,False,
4078157,16.0246714,54960.327077,0.08,-999,-999,-999,-999,-999,-999,-999,False,
5796675,16.0806761,54967.517223,0.05,-999,-999,-999,-999,-999,-999,-999,True,
9965206,16.2275503,55196.824579,0.09,-999,-999,-999,-999,-999,-999,-999,False,
5622250,16.2942135,54976.192955,0.09,-999,-999,-999,-999,-999,-999,-999,False,
8879427,16.3132849,54969.853160,0.07,-999,-999,-999,-999,-999,-999,-999,False,
3729724,16.4187555,54999.176469,0.95,-999,-999,-999,-999,-999,-999,-999,False,
6421188,16.4343542,54969.287716,0.09,-999,-999,-999,-999,-999,-999,-999,False,
10485250,16.4697832,55013.886118,0.21,-999,-999,-999,-999,-999,-999,-999,True,
6448768,16.4867982,54981.090131,0.13,-999,-999,-999,-999,-999,-999,-999,False,
8023317,16.5790023,54979.733478,0.13,-999,-999,-999,-999,-999,-999,-999,True,
8127607,16.6093059,55063.641529,0.08,-999,-999,-999,-999,-999,-999,-999,False,
5979863,16.6218542,54966.551875,0.07,-999,-999,-999,-999,-999,-999,-999,False,
6847018,16.6621665,54958.523585,0.06,-999,-999,-999,-999,-999,-999,-999,False,
5735878,16.8320824,54966.173872,0.14,-999,-999,-999,-999,-999,-999,-999,False,
7672068,16.8361771,55005.325304,0.95,-999,-999,-999,-999,-999,-999,-999,False,
7987749,17.0308540,54978.541993,0.06,-999,-999,-999,-999,-999,-999,-999,False,
7751562,17.0421586,54975.424963,0.13,-999,-999,-999,-999,-999,-999,-999,False,
8356054,17.0812314,55282.974394,0.07,-999,-999,-999,-999,-999,-999,-999,False,
3342592,17.1773261,54969.191059,0.14,-999,-999,-999,-999,-999,-999,-999,False,
2719873,17.2792902,54968.273349,0.07,-999,-999,-999,-999,-999,-999,-999,False,
9001468,17.3299655,54975.726452,0.12,-999,-999,-999,-999,-999,-999,-999,False,
6842345,17.3816119,55010.171917,0.04,-999,-999,-999,-999,-999,-999,-999,False,
6522750,17.4456414,54968.745463,0.09,-999,-999,-999,-999,-999,-999,-999,True,
7914906,17.5058148,54962.971405,0.06,-999,-999,-999,-999,-999,-999,-999,True,
4044005,17.5119471,54954.747545,0.02,-999,-999,-999,-999,-999,-999,-999,True,
6131659,17.5278303,54960.041397,0.09,-999,-999,-999,-999,-999,-999,-999,True,
8075618,17.5612071,54970.923039,0.04,-999,-999,-999,-999,-999,-999,-999,False,
5546761,17.6706523,54964.588566,0.15,-999,-999,-999,-999,-999,-999,-999,True,
9291039,17.6839288,55002.118404,0.99,-999,-999,-999,-999,-999,-999,-999,False,
4079530,17.7271000,54994.771374,0.07,-999,-999,-999,-999,-999,-999,-999,False,
3230787,17.7340523,54959.186771,0.10,-999,-999,-999,-999,-999,-999,-999,True,
6145939,17.7454139,55006.195223,0.05,-999,-999,-999,-999,-999,-999,-999,False,
12251650,17.7619949,54971.658491,0.03,-999,-999,-999,-999,-999,-999,-999,False,
7812175,17.7939247,55002.612666,0.06,-999,-999,-999,-999,-999,-999,-999,False,
5807579,17.8443251,54966.693941,0.07,-999,-999,-999,-999,-999,-999,-999,False,
12316447,17.9077000,55008.519184,0.09,-999,-999,-999,-999,-999,-999,-999,False,
10198109,17.9187428,54979.392203,0.07,-999,-999,-999,-999,-999,-999,-999,False,
8179747,17.9462768,54969.948861,0.11,-999,-999,-999,-999,-999,-999,-999,False,
5284262,17.9633117,55004.961964,0.95,-999,-999,-999,-999,-999,-999,-999,False,
11923629,17.9732836,54995.528060,0.94,-999,-999,-999,-999,-999,-999,-999,False,
7177553,17.9964667,54954.545842,0.06,-999,-999,-999,-999,-999,-999,-999,True,
8151107,18.0013083,55010.277304,0.87,-999,-999,-999,-999,-999,-999,-999,True,
7624297,18.0196520,54981.666613,0.07,-999,-999,-999,-999,-999,-999,-999,False,
10330495,18.0600812,54971.610227,0.18,-999,-999,-999,-999,-999,-999,-999,False,
9896435,18.0767000,54997.328488,0.04,-999,-999,-999,-999,-999,-999,-999,False,
4932691,18.1120792,54967.712673,0.10,-999,-999,-999,-999,-999,-999,-999,False,
5876805,18.1730361,55188.230522,0.15,-999,-999,-999,-999,-999,-999,-999,False,
4545729,18.3835201,55011.690434,0.92,-999,-999,-999,-999,-999,-999,-999,False,
10992733,18.5259185,54977.194097,0.08,-999,-999,-999,-999,-999,-999,-999,False,
6593363,18.5278243,54972.256833,0.09,-999,-999,-999,-999,-999,-999,-999,True,
9278553,18.6100950,54972.084282,0.07,-999,-999,-999,-999,-999,-999,-999,False,
5095269,18.6119616,54966.865286,0.05,-999,-999,-999,-999,-999,-999,-999,False,
2010607,18.6322960,54974.489675,0.43,-999,-999,-999,-999,-999,-999,-999,True,
7021177,18.6453284,55017.497406,0.06,-999,-999,-999,-999,-999,-999,-999,False,
9119405,18.6463233,54972.091160,0.11,-999,-999,-999,-999,-999,-999,-999,False,
9838975,18.6928663,54976.832312,0.06,-999,-999,-999,-999,-999,-999,-999,False,
10332789,18.7407263,54968.206431,0.08,-999,-999,-999,-999,-999,-999,-999,False,
8711548,18.7781610,54982.676903,0.11,-999,-999,-999,-999,-999,-999,-999,False,
6762829,18.7952663,54971.667903,0.15,-999,-999,-999,-999,-999,-999,-999,True,
2437149,18.7987347,55008.621824,0.11,-999,-999,-999,-999,-999,-999,-999,True,
3341934,18.8394967,54970.768578,0.07,-999,-999,-999,-999,-999,-999,-999,False,
11494130,18.9554142,54962.683855,0.42,-999,-999,-999,-999,-999,-999,-999,True,
11572363,19.0277526,54998.473402,0.95,-999,-999,-999,-999,-999,-999,-999,False,
3850086,19.1142466,55012.165119,0.55,-999,-999,-999,-999,-999,-999,-999,True,
12253490,19.1597425,54974.567551,0.04,-999,-999,-999,-999,-999,-999,-999,False,
10480982,19.2213880,54979.108679,0.06,-999,-999,-999,-999,-999,-999,-999,False,
9777062,19.2300378,54965.580711,0.08,-999,-999,-999,-999,-999,-999,-999,True,
10004546,19.3569135,54983.981414,0.97,-999,-999,-999,-999,-999,-999,-999,False,
8690001,19.3592717,54986.633046,0.13,-999,-999,-999,-999,-999,-999,-999,False,
4649440,19.3707322,55000.046424,0.04,-999,-999,-999,-999,-999,-999,-999,False,
8702921,19.3843829,54970.214339,0.47,-999,-999,-999,-999,-999,-999,-999,False,
10464078,19.4040168,54966.674182,0.20,-999,-999,-999,-999,-999,-999,-999,False,
10753734,19.4066925,54982.807075,0.07,-999,-999,-999,-999,-999,-999,-999,False,
10711913,19.4080156,55007.204177,0.08,-999,-999,-999,-999,-999,-999,-999,False,
10518735,19.5150000,55008.246386,0.06,-999,-999,-999,-999,-999,-999,-999,False,
5982353,19.5630950,54967.353946,0.10,-999,-999,-999,-999,-999,-999,-999,True,
11235323,19.6684015,54965.523185,0.29,-999,-999,-999,-999,-999,-999,-999,True,
3547874,19.6921722,54999.266982,0.90,-999,-999,-999,-999,-999,-999,-999,True,
8197761,19.7384500,55011.448889,0.07,-999,-999,-999,-999,-999,-999,-999,True,
6117415,19.7416252,54969.445961,0.03,-999,-999,-999,-999,-999,-999,-999,True,
7436177,19.9335233,54996.882286,0.10,-999,-999,-999,-999,-999,-999,-999,False,
3734660,19.9421366,55004.352911,0.91,-999,-999,-999,-999,-999,-999,-999,False,
9016295,19.9744830,54984.654842,0.05,-999,-999,-999,-999,-999,-999,-999,False,
5130380,19.9830000,55009.918408,0.16,-999,-999,-999,-999,-999,-999,-999,False,
4862625,20.0002491,54967.819337,0.06,-999,-999,-999,-999,-999,-999,-999,False,
5017127,20.0064041,54991.925594,0.85,-999,-999,-999,-999,-999,-999,-999,False,
9117416,20.0346008,54978.408729,0.14,-999,-999,-999,-999,-999,-999,-999,False,
6449552,20.1488111,54968.810783,0.09,-999,-999,-999,-999,-999,-999,-999,False,
8912308,20.1744430,55005.755725,0.94,-999,-999,-999,-999,-999,-999,-999,False,
3749404,20.3063852,54981.166190,0.95,-999,-999,-999,-999,-999,-999,-999,True,
5872150,20.3551034,54967.645862,0.08,-999,-999,-999,-999,-999,-999,-999,True,
11506235,20.4130553,54973.016016,0.05,-999,-999,-999,-999,-999,-999,-999,False,
9661869,20.4271000,55009.750124,0.04,-999,-999,-999,-999,-999,-999,-999,False,
11869052,20.5454950,54970.909481,0.03,-999,-999,-999,-999,-999,-999,-999,True,
9291629,20.6861040,54967.245735,0.53,-999,-999,-999,-999,-999,-999,-999,False,
11970288,20.7023187,55008.521606,0.50,-999,-999,-999,-999,-999,-999,-999,False,
7105574,20.7260663,54976.200686,0.08,-999,-999,-999,-999,-999,-999,-999,False,
9284741,20.7292642,54974.226901,0.09,-999,-999,-999,-999,-999,-999,-999,False,
9837586,20.7331510,55007.322791,0.09,-999,-999,-999,-999,-999,-999,-999,False,
9837578,20.7337490,54965.845830,0.08,-999,-999,-999,-999,-999,-999,-999,True,
9596089,20.8389900,55008.172562,0.03,-999,-999,-999,-999,-999,-999,-999,False,
8569819,20.8499218,54970.557967,0.17,-999,-999,-999,-999,-999,-999,-999,False,
10258558,20.8678557,54969.403096,0.11,-999,-999,-999,-999,-999,-999,-999,False,
7122259,20.8821680,55292.799998,0.12,-999,-999,-999,-999,-999,-999,-999,False,
10602291,20.9273614,54972.324885,0.03,-999,-999,-999,-999,-999,-999,-999,True,
8211605,20.9795250,55001.698244,0.04,-999,-999,-999,-999,-999,-999,-999,False,
10228942,21.0254417,54960.196457,0.08,-999,-999,-999,-999,-999,-999,-999,False,
4247092,21.0564163,55004.129544,0.15,-999,-999,-999,-999,-999,-999,-999,True,
9786821,21.1200186,54962.007795,0.02,-999,-999,-999,-999,-999,-999,-999,True,
5091614,21.1424579,54971.390914,0.06,-999,-999,-999,-999,-999,-999,-999,False,
9673173,21.2947400,54980.095925,0.09,-999,-999,-999,-999,-999,-999,-999,False,
10319590,21.3204594,54965.716743,0.09,-999,-999,-999,-999,-999,-999,-999,False,
5193386,21.3782936,54980.203835,0.32,-999,-999,-999,-999,-999,-999,-999,True,
2697935,21.5133595,55008.469440,0.49,-999,-999,-999,-999,-999,-999,-999,False,
5460835,21.5392736,54977.153537,0.06,-999,-999,-999,-999,-999,-999,-999,False,
9474969,21.5705056,54984.792516,0.17,-999,-999,-999,-999,-999,-999,-999,True,
1026957,21.7613058,54956.017106,0.01,-999,-999,-999,-999,-999,-999,-999,True,
4252226,21.8589584,54984.262196,0.07,-999,-999,-999,-999,-999,-999,-999,False,
5175668,21.8821152,55007.260809,0.82,-999,-999,-999,-999,-999,-999,-999,False,
4769799,21.9293139,54968.505532,0.12,-999,-999,-999,-999,-999,-999,-999,True,
7050060,22.0440000,55012.472816,0.12,-999,-999,-999,-999,-999,-999,-999,False,
8167978,22.0527157,55006.605818,0.06,-999,-999,-999,-999,-999,-999,-999,False,
11519226,22.1607147,54973.018008,0.03,-999,-999,-999,-999,-999,-999,-999,True,
11288684,22.2100629,54998.318341,0.91,-999,-999,-999,-999,-999,-999,-999,False,
8322564,22.2588457,55005.671918,0.95,-999,-999,-999,-999,-999,-999,-999,False,
11656302,22.2648087,54983.837403,0.11,-999,-999,-999,-999,-999,-999,-999,False,
4633434,22.2712087,54967.759142,0.04,-999,-999,-999,-999,-999,-999,-999,False,
11859811,22.3142787,54967.206545,0.90,-999,-999,-999,-999,-999,-999,-999,False,
8559863,22.4704963,54976.284087,0.08,-999,-999,-999,-999,-999,-999,-999,True,
8364969,22.5719568,54978.033983,0.03,-999,-999,-999,-999,-999,-999,-999,False,
11506938,22.5747805,55004.625793,0.42,-999,-999,-999,-999,-999,-999,-999,False,
4649305,22.6511384,54973.336784,0.08,-999,-999,-999,-999,-999,-999,-999,True,
8210721,22.6728162,54971.142082,0.08,-999,-999,-999,-999,-999,-999,-999,False,
10491554,22.7721203,54996.216235,0.06,-999,-999,-999,-999,-999,-999,-999,False,
12017140,22.8452421,54982.956652,0.06,-999,-999,-999,-999,-999,-999,-999,False,
4144236,22.9134572,54973.645777,0.03,-999,-999,-999,-999,-999,-999,-999,True,
8095275,23.0073495,54919.213755,0.61,-999,-999,-999,-999,-999,-999,-999,False,
4178389,23.2105233,54967.385240,0.02,-999,-999,-999,-999,-999,-999,-999,True,
6963171,23.3082187,54997.777557,0.94,-999,-999,-999,-999,-999,-999,-999,False,
10418797,23.3553477,54979.477764,0.04,-999,-999,-999,-999,-999,-999,-999,True,
10616571,23.6731066,54969.956158,0.18,-999,-999,-999,-999,-999,-999,-999,True,
5986209,23.7379705,55297.374713,0.03,-999,-999,-999,-999,-999,-999,-999,False,
9838060,23.8158285,55059.287573,0.03,-999,-999,-999,-999,-999,-999,-999,False,
6672229,23.8323739,55023.906825,0.09,-999,-999,-999,-999,-999,-999,-999,False,
7837302,23.8371361,54982.935571,0.06,-999,-999,-999,-999,-999,-999,-999,True,
8823868,23.8761357,54988.008633,0.16,-999,-999,-999,-999,-999,-999,-999,True,
9097120,23.8996529,54974.182416,0.03,-999,-999,-999,-999,-999,-999,-999,False,
5090690,24.0233248,54961.588331,0.04,-999,-999,-999,-999,-999,-999,-999,True,
9658118,24.0599949,55005.062023,0.11,-999,-999,-999,-999,-999,-999,-999,False,
3757588,24.0899809,54987.285063,0.12,-999,-999,-999,-999,-999,-999,-999,False,
7821010,24.2382426,54969.615845,0.03,-999,-999,-999,-999,-999,-999,-999,True,
10849244,24.2616830,54955.979284,0.07,-999,-999,-999,-999,-999,-999,-999,False,
8027591,24.2744321,54994.397704,0.91,-999,-999,-999,-999,-999,-999,-999,False,
5553652,24.3282319,54974.041196,0.06,-999,-999,-999,-999,-999,-999,-999,False,
6041734,24.3400239,54969.058105,0.04,-999,-999,-999,-999,-999,-999,-999,False,
11974540,24.6691944,54965.863261,0.09,-999,-999,-999,-999,-999,-999,-999,True,
3128793,24.6793813,54970.770924,0.23,-999,-999,-999,-999,-999,-999,-999,True,
7670617,24.7031598,54969.139216,0.07,-999,-999,-999,-999,-999,-999,-999,False,
10268809,24.7089993,54971.999951,0.05,-999,-999,-999,-999,-999,-999,-999,False,
4950557,24.7147912,54957.777142,0.04,-999,-999,-999,-999,-999,-999,-999,True,
10215422,24.8470804,54987.126909,0.07,-999,-999,-999,-999,-999,-999,-999,False,
4459068,24.9559946,54957.137809,0.02,-999,-999,-999,-999,-999,-999,-999,True,
11391755,25.1041145,54979.433856,0.16,-999,-999,-999,-999,-999,-999,-999,True,
5983348,25.1507843,54983.344883,0.08,-999,-999,-999,-999,-999,-999,-999,False,
7767733,25.1983020,55202.008051,0.05,-999,-999,-999,-999,-999,-999,-999,False,
10616656,25.2852620,54968.965447,0.04,-999,-999,-999,-999,-999,-999,-999,True,
7375348,25.3091256,54979.197244,0.09,-999,-999,-999,-999,-999,-999,-999,True,
12302391,25.3217327,54972.686018,0.03,-999,-999,-999,-999,-999,-999,-999,False,
10664416,25.3221744,55022.174390,0.53,-999,-999,-999,-999,-999,-999,-999,False,
10651945,25.3669964,55022.547521,0.06,-999,-999,-999,-999,-999,-999,-999,False,
11502172,25.4319585,54968.617081,0.05,-999,-999,-999,-999,-999,-999,-999,False,
11521048,25.7028687,54976.417479,0.03,-999,-999,-999,-999,-999,-999,-999,False,
4773155,25.7060003,54989.643457,0.12,-999,-999,-999,-999,-999,-999,-999,False,
5553624,25.7620711,54972.733739,0.13,-999,-999,-999,-999,-999,-999,-999,False,
6147573,25.8368331,54970.363385,0.07,-999,-999,-999,-999,-999,-999,-999,False,
3858884,25.9519309,54961.928697,0.14,-999,-999,-999,-999,-999,-999,-999,True,
5771961,26.0664367,55009.861435,0.96,-999,-999,-999,-999,-999,-999,-999,True,
5129777,26.1585303,55001.264573,0.91,-999,-999,-999,-999,-999,-999,-999,False,
7971389,26.3496135,54969.462453,0.03,-999,-999,-999,-999,-999,-999,-999,False,
9016693,26.3680271,55002.583038,0.95,-999,-999,-999,-999,-999,-999,-999,False,
8445775,26.5082709,54982.621176,0.04,-999,-999,-999,-999,-999,-999,-999,False,
2720096,26.6746797,55003.029283,0.93,-999,-999,-999,-999,-999,-999,-999,False,
7049486,26.7184250,54971.050840,0.09,-999,-999,-999,-999,-999,-999,-999,False,
4840327,26.7371326,54979.846591,0.04,-999,-999,-999,-999,-999,-999,-999,False,
6025124,26.8377244,54991.124338,0.01,-999,-999,-999,-999,-999,-999,-999,False,
5098444,26.9489863,54984.022681,0.14,-999,-999,-999,-999,-999,-999,-999,True,
4931073,26.9512358,54956.971242,0.08,-999,-999,-999,-999,-999,-999,-999,True,
6023859,27.0098782,55109.337760,0.01,-999,-999,-999,-999,-999,-999,-999,False,
6042214,27.0462338,54977.908143,0.01,-999,-999,-999,-999,-999,-999,-999,False,
12356914,27.3074554,54976.508322,0.03,-999,-999,-999,-999,-999,-999,-999,False,
9632895,27.3220462,54965.424466,0.05,-999,-999,-999,-999,-999,-999,-999,True,
11133313,27.4008932,54998.054769,0.84,-999,-999,-999,-999,-999,-999,-999,False,
6146838,27.4672014,54976.671867,0.03,-999,-999,-999,-999,-999,-999,-999,False,
8415863,27.5337993,54980.240265,0.03,-999,-999,-999,-999,-999,-999,-999,False,
9941387,27.6596084,54974.247137,0.03,-999,-999,-999,-999,-999,-999,-999,False,
4376644,27.6777043,54979.117929,0.01,-999,-999,-999,-999,-999,-999,-999,True,
8572936,27.7958079,54979.723069,0.04,-999,-999,-999,-999,-999,-999,-999,True,
7668648,27.8185899,54963.315401,0.08,-999,-999,-999,-999,-999,-999,-999,True,
4142768,27.9916030,54992.650873,0.09,-999,-999,-999,-999,-999,-999,-999,False,
8973000,28.0278725,54991.347496,0.14,-999,-999,-999,-999,-999,-999,-999,False,
6504534,28.1625998,54976.717044,0.02,-999,-999,-999,-999,-999,-999,-999,True,
7837526,28.2972104,54970.233934,0.03,-999,-999,-999,-999,-999,-999,-999,False,
11359305,28.4871148,54965.871514,0.02,-999,-999,-999,-999,-999,-999,-999,False,
9847239,28.5078911,54965.792183,0.02,-999,-999,-999,-999,-999,-999,-999,False,
2998124,28.5978844,54957.385528,0.08,-999,-999,-999,-999,-999,-999,-999,False,
9426071,28.7142040,54986.893812,0.05,-999,-999,-999,-999,-999,-999,-999,False,
8143170,28.7859430,54970.113064,0.15,-999,-999,-999,-999,-999,-999,-999,True,
7136958,29.0158532,55192.616323,0.08,-999,-999,-999,-999,-999,-999,-999,False,
10223616,29.1252576,54975.144652,0.03,-999,-999,-999,-999,-999,-999,-999,True,
10030778,29.4731603,55194.203801,0.07,-999,-999,-999,-999,-999,-999,-999,False,
11769801,29.7082201,54984.647171,0.54,-999,-999,-999,-999,-999,-999,-999,True,
6307537,29.7445241,54960.659013,0.25,-999,-999,-999,-999,-999,-999,-999,True,
6431670,29.9114850,55097.476729,0.05,-999,-999,-999,-999,-999,-999,-999,True,
10320341,30.1146913,54991.528272,0.04,-999,-999,-999,-999,-999,-999,-999,False,
6778289,30.1301500,54955.099947,0.11,-999,-999,-999,-999,-999,-999,-999,False,
3098194,30.4765309,54969.971978,0.10,-999,-999,-999,-999,-999,-999,-999,False,
3340313,30.5537000,55006.928461,0.05,-999,-999,-999,-999,-999,-999,-999,False,
9957659,30.6945523,54988.747186,0.04,-999,-999,-999,-999,-999,-999,-999,False,
9957668,30.6953345,54958.024623,0.04,-999,-999,-999,-999,-999,-999,-999,True,
4847832,30.9602366,54972.434160,0.08,-999,-999,-999,-999,-999,-999,-999,False,
6042663,30.9717687,54984.531429,0.07,-999,-999,-999,-999,-999,-999,-999,False,
4540632,31.0053991,54983.860796,0.02,-999,-999,-999,-999,-999,-999,-999,False,
3938073,31.0243119,54960.840071,0.06,-999,-999,-999,-999,-999,-999,-999,True,
10092506,31.0416748,54997.352307,0.95,-999,-999,-999,-999,-999,-999,-999,True,
9772531,31.2016886,54985.205319,0.01,-999,-999,-999,-999,-999,-999,-999,False,
8480642,31.5912217,54995.499925,0.01,-999,-999,-999,-999,-999,-999,-999,False,
12105785,31.9530294,54975.707431,0.06,-999,-999,-999,-999,-999,-999,-999,True,
8560861,31.9732325,54966.867732,0.12,-999,-999,-999,-999,-999,-999,-999,True,
9418994,32.0038006,54969.494160,0.03,-999,-999,-999,-999,-999,-999,-999,False,
8183389,32.4403405,54975.254681,0.02,-999,-999,-999,-999,-999,-999,-999,False,
5255552,32.4486352,54970.636491,0.17,-999,-999,-999,-999,-999,-999,-999,False,
7887124,32.4864272,54949.383029,0.95,-999,-999,-999,-999,-999,-999,-999,False,
10019763,32.5046964,55198.361969,0.01,-999,-999,-999,-999,-999,-999,-999,False,
10857589,32.5325264,54980.076438,0.12,-999,-999,-999,-999,-999,-999,-999,False,
10352603,32.7789875,54992.973769,0.07,-999,-999,-999,-999,-999,-999,-999,False,
11923819,33.1595125,54959.651990,0.07,-999,-999,-999,-999,-999,-999,-999,True,
5629353,33.3250000,55016.172971,0.06,-999,-999,-999,-999,-999,-999,-999,False,
9596037,33.3556133,54990.757471,0.94,-999,-999,-999,-999,-999,-999,-999,False,
8773948,33.4695244,54987.007072,0.11,-999,-999,-999,-999,-999,-999,-999,False,
3955867,33.6599615,54960.866328,0.40,-999,-999,-999,-999,-999,-999,-999,False,
3955866,33.6613755,54994.499021,0.44,-999,-999,-999,-999,-999,-999,-999,False,
3323289,33.6932012,54991.866206,0.05,-999,-999,-999,-999,-999,-999,-999,False,
5897826,33.7947178,54967.748401,0.16,-999,-999,-999,-999,-999,-999,-999,True,
7121885,33.9375425,55206.106606,0.05,-999,-999,-999,-999,-999,-999,-999,False,
9346253,34.0645780,54983.451023,0.09,-999,-999,-999,-999,-999,-999,-999,False,
5297298,34.1936060,54954.102160,0.04,-999,-999,-999,-999,-999,-999,-999,True,
11601584,34.2066941,54981.802818,0.04,-999,-999,-999,-999,-999,-999,-999,True,
6960487,34.5259877,55190.257396,0.02,-999,-999,-999,-999,-999,-999,-999,False,
4042026,34.8200461,54996.015661,0.09,-999,-999,-999,-999,-999,-999,-999,True,
9024857,35.0265936,54993.600906,0.01,-999,-999,-999,-999,-999,-999,-999,False,
6611330,35.1466903,54864.047291,0.01,-999,-999,-999,-999,-999,-999,-999,False,
8223328,35.5162792,54927.893449,0.01,-999,-999,-999,-999,-999,-999,-999,False,
7047299,35.8822441,55034.414371,0.01,-999,-999,-999,-999,-999,-999,-999,False,
6936977,36.4731222,54992.765888,0.01,-999,-999,-999,-999,-999,-999,-999,False,
3757778,36.5143967,55215.879921,0.04,-999,-999,-999,-999,-999,-999,-999,False,
6877673,36.7588872,54989.092003,0.11,-999,-999,-999,-999,-999,-999,-999,False,
5866104,36.9760000,55003.635370,0.03,-999,-999,-999,-999,-999,-999,-999,False,
8314801,37.1832779,54981.962780,0.09,-999,-999,-999,-999,-999,-999,-999,False,
9529856,37.4822247,54988.839276,0.02,-999,-999,-999,-999,-999,-999,-999,False,
8738115,37.5942656,55039.172335,0.06,-999,-999,-999,-999,-999,-999,-999,False,
8605074,37.6016224,54990.121597,0.06,-999,-999,-999,-999,-999,-999,-999,False,
5003117,37.6130010,54986.092638,0.07,-999,-999,-999,-999,-999,-999,-999,True,
6606934,37.8069389,54986.839905,0.01,-999,-999,-999,-999,-999,-999,-999,False,
12306808,37.8784839,54971.127795,0.08,-999,-999,-999,-999,-999,-999,-999,False,
11906217,37.9102159,54995.457578,0.02,-999,-999,-999,-999,-999,-999,-999,False,
10334122,37.9528574,54983.553583,0.37,-999,-999,-999,-999,-999,-999,-999,False,
4932348,38.0367727,54991.896792,0.02,-999,-999,-999,-999,-999,-999,-999,False,
7677005,38.0581390,54975.409399,0.05,-999,-999,-999,-999,-999,-999,-999,True,
8009500,38.4766387,54983.575135,0.02,-999,-999,-999,-999,-999,-999,-999,False,
11449844,38.4787644,54984.852150,0.03,-999,-999,-999,-999,-999,-999,-999,True,
5653126,38.4968823,54985.816152,0.09,-999,-999,-999,-999,-999,-999,-999,True,
7133286,38.5106807,54988.595373,0.29,-999,-999,-999,-999,-999,-999,-999,False,
9907505,39.2068076,55053.874006,0.03,-999,-999,-999,-999,-999,-999,-999,False,
10909274,39.2381401,54981.650885,0.03,-999,-999,-999,-999,-999,-999,-999,True,
2693092,39.8415237,54961.298937,0.05,-999,-999,-999,-999,-999,-999,-999,True,
9963009,40.0696571,54986.018248,0.06,-999,-999,-999,-999,-999,-999,-999,False,
7622486,40.2465028,54994.305952,0.03,-999,-999,-999,-999,-999,-999,-999,True,
5308778,40.5654998,54949.762109,0.39,-999,-999,-999,-999,-999,-999,-999,False,
6864859,40.8778427,54955.556300,0.06,-999,-999,-999,-999,-999,-999,-999,True,
12644769,41.0775867,54965.657634,0.03,-999,-999,-999,-999,-999,-999,-999,True,
11045383,41.1667381,54991.939066,0.01,-999,-999,-999,-999,-999,-999,-999,False,
4949194,41.2632016,54997.894523,0.87,-999,-999,-999,-999,-999,-999,-999,True,
4569590,41.3648817,55039.895295,0.47,-999,-999,-999,-999,-999,-999,-999,False,
8553907,42.0322129,54957.882820,0.04,-999,-999,-999,-999,-999,-999,-999,True,
5392897,42.3992987,55187.460970,0.11,-999,-999,-999,-999,-999,-999,-999,False,
5796185,42.5592351,55207.366051,0.01,-999,-999,-999,-999,-999,-999,-999,False,
12508335,42.9438650,54988.205889,0.01,-999,-999,-999,-999,-999,-999,-999,True,
12217907,43.2045856,54979.597308,0.09,-999,-999,-999,-999,-999,-999,-999,False,
8378922,43.2633058,54983.377293,0.06,-999,-999,-999,-999,-999,-999,-999,False,
8838070,43.3627245,55004.084670,0.90,-999,-999,-999,-999,-999,-999,-999,False,
